id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Arrival Delay in Minutes_width_bin,Departure Delay in Minutes_width_bin,Arrival Delay in Minutes_depth_bin,Departure Delay in Minutes_depth_bin,flight_distance_minmax,flight_distance_zscore
16737,Male,Loyal Customer,17,Personal Travel,Eco,1167,3,4,3,5,4,3,4,4,5,2,4,5,5,4,7,30.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.2303325223033252,-0.01861095501836879
36395,Male,Loyal Customer,7,Personal Travel,Eco,2381,2,5,2,2,3,2,3,3,4,2,5,2,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4764801297648013,1.2002506986533803
44795,Female,Loyal Customer,59,Business travel,Eco Plus,1250,3,1,1,1,2,1,1,3,3,3,3,3,3,3,14,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.24716139497161396,0.06472143151767336
4116,Male,disloyal Customer,24,Business travel,Eco,544,2,0,2,4,5,2,5,5,3,2,5,3,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10401459854014598,-0.6441058563672153
116324,Female,Loyal Customer,53,Personal Travel,Eco,337,1,4,1,4,4,4,4,5,5,1,5,1,5,3,58,64.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.06204379562043796,-0.8519348203787903
105736,Female,Loyal Customer,20,Business travel,Business,883,4,1,1,1,4,4,4,4,4,5,3,1,2,4,20,30.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.17274939172749393,-0.30374827762362144
89788,Male,Loyal Customer,20,Personal Travel,Eco,1096,3,5,3,4,5,3,5,5,3,5,4,5,1,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2159367396593674,-0.08989528566968195
98551,Male,disloyal Customer,27,Business travel,Business,861,2,2,2,4,3,2,1,3,3,3,4,5,4,3,17,27.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.16828872668288727,-0.32583638007895793
105831,Female,Loyal Customer,51,Personal Travel,Eco,883,3,3,3,4,1,4,4,5,5,3,5,1,5,1,33,48.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.17274939172749393,-0.30374827762362144
9713,Female,Loyal Customer,55,Personal Travel,Eco,277,2,0,2,3,5,5,4,4,4,2,4,3,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.049878345498783457,-0.9121750998024353
65860,Male,Loyal Customer,21,Personal Travel,Eco,1389,3,4,3,4,4,3,2,4,5,5,4,5,4,4,24,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.2753446877534469,0.20427807884911744
79958,Female,Loyal Customer,20,Business travel,Eco,950,2,1,1,1,2,2,2,2,1,5,3,2,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18633414436334145,-0.2364799656005513
64685,Male,disloyal Customer,41,Business travel,Business,354,1,1,1,2,1,1,1,1,3,3,4,4,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.06549067315490673,-0.8348667412087576
49235,Male,disloyal Customer,26,Business travel,Eco,89,2,4,2,1,4,2,4,4,5,1,4,3,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.011759935117599351,-1.100927975329856
21626,Male,Loyal Customer,56,Business travel,Business,3764,1,1,1,1,4,4,4,1,1,1,1,3,1,2,15,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.7568937550689375,2.588789139368396
10881,Male,Loyal Customer,50,Business travel,Business,229,2,4,4,4,5,4,3,2,2,2,2,1,2,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.040145985401459854,-0.9603673233413512
123332,Male,Loyal Customer,25,Personal Travel,Eco Plus,631,3,5,2,1,3,2,3,3,3,4,4,4,4,3,3,7.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.12165450121654502,-0.5567574512029302
8819,Male,Loyal Customer,16,Personal Travel,Eco,552,4,5,5,3,2,5,2,2,5,4,4,4,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10563665855636659,-0.6360738191107294
35914,Male,disloyal Customer,22,Business travel,Eco,768,2,1,1,1,3,1,3,3,5,5,4,5,2,3,39,13.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.1494322789943228,-0.4192088131856076
76807,Male,Loyal Customer,66,Personal Travel,Eco,689,4,5,4,2,3,4,4,3,3,1,4,2,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.13341443633414438,-0.49852518109340677
107313,Female,Loyal Customer,41,Personal Travel,Eco,283,3,5,3,1,3,3,3,3,5,3,5,4,4,3,0,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.051094890510948905,-0.9061510718600708
35021,Female,Loyal Customer,37,Personal Travel,Eco,740,4,5,4,5,3,4,3,3,3,2,4,3,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.1437550689375507,-0.44732094358330854
32685,Female,disloyal Customer,35,Business travel,Eco,101,1,2,1,3,2,1,2,2,4,1,3,1,4,2,14,13.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.014193025141930252,-1.088879919445127
53159,Female,Loyal Customer,59,Business travel,Business,2597,3,2,2,2,3,3,3,2,1,4,3,3,2,3,140,144.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.5202757502027575,1.4171157045785021
128041,Male,Loyal Customer,57,Personal Travel,Eco,1440,4,4,4,4,2,4,2,2,4,2,3,3,5,2,16,36.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.2856853203568532,0.25548231635921564
91289,Male,disloyal Customer,18,Business travel,Eco,581,3,0,3,3,2,3,2,2,5,5,5,5,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11151662611516626,-0.6069576840559676
66964,Female,Loyal Customer,35,Business travel,Business,3363,1,1,1,1,1,3,4,1,1,1,1,1,1,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.67558799675588,2.1861832718870358
105776,Male,Loyal Customer,38,Business travel,Eco,519,1,3,3,3,1,1,1,1,3,2,3,4,4,1,33,17.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.0989456609894566,-0.6692059727937341
70971,Female,disloyal Customer,29,Business travel,Business,802,2,2,2,5,3,2,3,3,4,2,4,4,4,3,89,87.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.15632603406326034,-0.3850726548455421
116504,Male,Loyal Customer,34,Personal Travel,Eco,325,1,2,1,3,1,1,5,1,2,1,2,2,2,1,15,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.05961070559610705,-0.8639828762635193
127789,Male,Loyal Customer,39,Personal Travel,Eco Plus,1037,2,3,2,3,3,2,3,3,2,2,2,1,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.20397404703974048,-0.14913156043626613
89654,Female,Loyal Customer,35,Business travel,Business,2017,3,1,1,1,3,4,3,3,3,3,3,1,3,2,99,81.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.402676399026764,0.8347930034832677
68475,Male,disloyal Customer,44,Business travel,Eco,1303,1,1,1,4,2,1,2,2,2,1,4,4,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.25790754257907544,0.11793367834189306
88412,Male,Loyal Customer,31,Business travel,Eco,270,2,4,4,4,2,2,2,2,4,4,4,2,2,2,166,147.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.04845904298459043,-0.9192031324018605
66065,Male,Loyal Customer,60,Personal Travel,Eco,1055,1,4,1,3,1,1,1,1,1,1,3,2,4,1,21,14.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.20762368207623683,-0.13105947660917266
129212,Female,Loyal Customer,28,Personal Travel,Eco,2419,3,4,3,3,2,3,2,2,3,4,3,5,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.48418491484184917,1.2384028756216887
7585,Female,Loyal Customer,49,Personal Travel,Eco,594,2,3,2,2,1,3,3,4,4,2,4,3,4,1,13,16.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.11415247364152474,-0.5939056235141779
100553,Female,Loyal Customer,55,Personal Travel,Eco Plus,580,3,4,2,2,2,5,5,5,5,2,5,3,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11131386861313869,-0.6079616887130284
124048,Female,Loyal Customer,26,Personal Travel,Eco Plus,184,1,4,1,2,5,1,5,5,3,2,4,4,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03102189781021898,-1.0055475329090848
11211,Female,Loyal Customer,12,Personal Travel,Eco,429,1,4,1,4,3,1,3,3,1,1,4,1,4,3,9,57.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.08069748580697486,-0.7595663919292014
63422,Female,Loyal Customer,57,Personal Travel,Eco,337,3,5,3,3,4,4,4,2,2,3,2,4,2,5,74,73.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.06204379562043796,-0.8519348203787903
74690,Male,Loyal Customer,20,Personal Travel,Eco,1464,2,1,2,3,5,2,5,5,1,1,4,2,3,5,0,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.29055150040551503,0.2795784281286736
3011,Male,Loyal Customer,26,Business travel,Eco,862,3,3,3,3,3,3,1,3,2,1,4,3,4,3,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16849148418491483,-0.3248323754218972
26341,Male,Loyal Customer,58,Business travel,Eco,834,1,3,3,3,1,1,1,1,3,5,4,1,3,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16281427412814273,-0.35294450581959813
91355,Female,Loyal Customer,37,Personal Travel,Eco Plus,515,2,4,2,1,3,2,2,3,4,4,4,5,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09813463098134631,-0.673221991421977
2132,Female,Loyal Customer,57,Business travel,Eco,431,1,2,2,2,5,4,3,1,1,1,1,4,1,4,3,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.08110300081103,-0.7575583826150799
54889,Female,Loyal Customer,52,Personal Travel,Eco,641,2,4,1,3,2,4,4,4,4,1,4,4,4,4,23,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.12368207623682076,-0.5467174046323227
9874,Male,disloyal Customer,27,Business travel,Business,534,1,1,1,1,1,1,1,1,5,3,4,4,5,1,55,54.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.10198702351987024,-0.6541459029378228
54499,Female,disloyal Customer,26,Business travel,Eco,925,1,2,2,3,3,2,1,3,3,3,4,4,4,3,6,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.18126520681265207,-0.26158008202707
93143,Male,Loyal Customer,60,Business travel,Business,1066,3,2,2,2,4,3,3,3,3,3,3,3,3,3,5,10.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.20985401459854014,-0.12001542538150442
49942,Male,Loyal Customer,33,Business travel,Business,190,3,3,3,3,4,4,3,4,3,2,3,1,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03223844282238443,-0.9995235049667204
117514,Male,Loyal Customer,17,Business travel,Eco Plus,507,3,5,3,3,3,3,1,3,2,3,4,4,3,3,90,85.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.09651257096512571,-0.6812540286784631
104973,Female,Loyal Customer,49,Business travel,Eco,314,2,5,2,5,5,4,4,2,2,2,2,3,2,4,11,27.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.05738037307380373,-0.8750269274911876
25125,Female,disloyal Customer,39,Business travel,Business,946,3,3,3,3,2,3,2,2,4,1,3,1,4,2,23,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.18552311435523114,-0.24049598422879429
126746,Female,Loyal Customer,30,Personal Travel,Eco,2370,3,4,3,4,2,3,2,2,5,5,4,3,5,2,13,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.474249797242498,1.1892066474257121
125464,Female,Loyal Customer,50,Business travel,Business,2917,1,2,2,2,1,1,1,3,3,3,4,1,1,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5851581508515815,1.7383971948379418
93983,Female,Loyal Customer,29,Business travel,Business,3217,3,3,3,3,3,4,3,3,4,5,3,1,4,3,11,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.6459854014598541,2.0395985919561666
13972,Male,Loyal Customer,64,Personal Travel,Eco,317,2,2,2,4,4,2,5,4,1,3,4,3,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05798864557988646,-0.8720149135200053
73494,Male,Loyal Customer,39,Personal Travel,Eco,1182,2,5,3,2,2,3,2,2,5,2,4,4,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.23337388483373886,-0.003550885162457557
18625,Female,Loyal Customer,59,Personal Travel,Eco,285,3,5,3,1,3,4,4,1,1,3,3,4,1,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05150040551500405,-0.9041430625459492
112175,Female,Loyal Customer,18,Personal Travel,Eco,895,2,3,2,4,5,2,5,5,3,2,4,2,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.17518248175182483,-0.2917002217388925
56308,Male,Loyal Customer,29,Personal Travel,Eco,1882,1,2,1,4,5,1,5,5,3,4,3,4,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3753041362530414,0.6992523747800666
120569,Male,Loyal Customer,54,Personal Travel,Eco,2176,2,3,2,4,2,4,4,4,2,3,3,4,2,4,133,123.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.4349148418491484,0.9944297439559268
51139,Female,Loyal Customer,13,Personal Travel,Eco,373,2,1,3,3,5,3,5,5,4,3,2,4,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.06934306569343066,-0.8157906527246034
44830,Female,Loyal Customer,25,Personal Travel,Eco,462,2,4,2,2,4,2,4,4,4,5,4,2,1,4,20,27.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.08738848337388483,-0.7264342382461967
20556,Male,disloyal Customer,28,Business travel,Eco,565,3,4,3,3,1,3,1,1,1,1,3,2,4,1,29,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.10827250608272507,-0.6230217585689396
59411,Female,Loyal Customer,55,Personal Travel,Eco,2367,2,5,1,4,3,4,5,5,5,1,5,3,5,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.47364152473641524,1.18619463345453
62688,Male,Loyal Customer,33,Business travel,Business,2486,1,3,3,3,1,1,1,4,4,4,4,1,2,1,2,38.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.4977696674776967,1.3056711876447589
36707,Female,Loyal Customer,65,Personal Travel,Eco,1211,4,4,4,1,1,3,1,1,1,4,1,3,1,4,59,63.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.23925385239253852,0.02556524989230416
124839,Male,Loyal Customer,59,Personal Travel,Eco,280,3,4,3,2,4,3,1,4,3,3,5,4,5,4,0,101.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.05048661800486618,-0.909163085831253
65759,Female,Loyal Customer,46,Personal Travel,Eco,936,3,2,2,3,1,4,3,3,3,2,3,4,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18349553933495538,-0.2505360307994018
70251,Male,Loyal Customer,48,Business travel,Business,1592,4,1,1,1,4,2,3,4,4,4,4,1,4,3,10,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.3165044606650446,0.4080910242324495
22208,Male,Loyal Customer,20,Personal Travel,Eco,633,4,2,4,4,3,4,3,3,1,1,3,4,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.12206001622060016,-0.5547494418888087
102608,Female,Loyal Customer,20,Personal Travel,Eco Plus,236,3,4,3,3,3,3,3,3,5,2,5,5,5,3,0,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.04156528791565288,-0.9533392907419259
88448,Male,Loyal Customer,26,Business travel,Business,2009,1,3,2,3,1,1,1,1,2,2,3,2,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4010543390105434,0.8267609662267817
79088,Female,Loyal Customer,60,Personal Travel,Eco,226,2,4,2,3,4,5,5,5,5,2,2,4,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03953771289537713,-0.9633793373125334
124137,Female,Loyal Customer,29,Personal Travel,Eco,529,3,3,3,3,5,3,5,5,4,2,3,1,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10097323600973236,-0.6591659262231265
6401,Male,Loyal Customer,62,Personal Travel,Eco,240,3,5,3,4,3,3,3,3,2,4,3,3,2,3,7,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.04237631792376318,-0.949323272113683
17331,Female,disloyal Customer,36,Business travel,Eco Plus,403,2,1,1,3,1,1,1,1,1,1,3,3,3,1,37,58.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.07542579075425791,-0.7856705130127809
63633,Female,Loyal Customer,23,Business travel,Business,2764,1,3,1,1,1,1,1,1,4,1,2,2,2,1,27,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.5541362530413625,1.5847844823076471
87578,Female,Loyal Customer,46,Personal Travel,Eco,432,1,4,1,1,4,4,4,2,2,1,3,4,2,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08130575831305759,-0.7565543779580192
108968,Male,Loyal Customer,25,Personal Travel,Eco,542,3,5,3,3,3,3,3,3,3,3,4,3,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10360908353609083,-0.6461138656813368
35058,Female,disloyal Customer,20,Business travel,Business,828,2,2,2,2,5,2,5,5,1,2,3,4,3,5,0,21.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.16159772911597728,-0.35896853376196264
11534,Female,disloyal Customer,62,Business travel,Eco Plus,316,4,4,4,4,4,4,4,4,2,1,4,2,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05778588807785888,-0.8730189181770661
83574,Male,Loyal Customer,30,Business travel,Business,2613,2,3,3,3,2,2,2,2,3,3,4,3,3,2,2,10.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.5235198702351987,1.433179779091474
60299,Female,disloyal Customer,54,Business travel,Eco Plus,383,2,3,3,1,3,2,5,3,3,4,2,4,1,3,0,7.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.07137064071370641,-0.8057506061539959
125565,Male,Loyal Customer,32,Personal Travel,Eco,226,4,1,4,3,3,4,3,3,2,2,3,2,3,3,23,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.03953771289537713,-0.9633793373125334
23601,Male,Loyal Customer,48,Business travel,Business,589,1,5,5,5,5,3,3,1,1,1,1,1,1,2,4,27.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.11313868613138686,-0.5989256467994816
94525,Female,Loyal Customer,37,Business travel,Business,2778,2,5,5,5,4,2,3,2,2,2,2,3,2,1,22,12.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.5569748580697486,1.5988405475064975
83217,Male,Loyal Customer,28,Business travel,Business,1979,3,4,4,4,3,3,3,3,1,3,3,2,3,3,2,16.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.39497161394971614,0.7966408265149593
36273,Male,Loyal Customer,53,Personal Travel,Eco,612,2,5,2,1,3,2,3,3,5,5,5,4,4,3,2,5.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.11780210867802109,-0.5758335396870844
82631,Female,Loyal Customer,7,Personal Travel,Eco,528,3,5,3,5,4,3,3,4,1,2,4,5,4,4,8,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.10077047850770479,-0.6601699308801873
84138,Male,Loyal Customer,64,Personal Travel,Eco,782,3,2,3,1,4,3,2,4,3,3,2,4,2,4,14,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.15227088402270883,-0.4051527479867571
83521,Female,Loyal Customer,66,Personal Travel,Eco,946,3,5,3,1,3,1,2,1,1,3,1,3,1,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18552311435523114,-0.24049598422879429
81532,Male,Loyal Customer,14,Business travel,Eco,1124,3,1,1,1,3,3,4,3,2,1,3,1,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.22161394971613949,-0.06178315527198099
9824,Female,Loyal Customer,42,Business travel,Business,3996,2,3,3,3,2,4,3,2,2,2,2,1,2,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.8039334955393349,2.8217182198064896
57900,Female,Loyal Customer,52,Business travel,Eco,305,4,2,2,2,4,3,4,4,4,4,4,4,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05555555555555555,-0.8840629694047343
